category,product_title,product_price,product_rating,product_review_count,product_url,review_rating,review_date,review_title,review_content
Smart Locks and Entry,"DESLOC Smart Door Lock B200, Smart Deadbolt Lock, Keyless Entry Door Lock, Fingerprint Smart Lock, Smart Locks for Front Door, App Control, Touchscreen Keypad Deadbolts,12-Month Battery, Matte Black",58.,4.4,828,https://us.amazon.com/dp/B0D9JX1Y9Z,5.0,"June 20, 2025",5.0 out of 5 starsSolid Choice.,"Why did you pick this product vs others?:I've had this for 7 months and have been wanting to review it but got side tracked. It's fine because it just prolonged my experience with it. This lock has been amazing. I don't have experience with other smart locks to compare it to, but I read reviews on all the top smartlocks out there, watched plenty of youtube videos and I went with this one. It's incredible, not just for the price but all the other options such as the 2 fobs in case I have family come visit me, the Fingerprint biometrics, the physical keys as well as personal Pin codes. Not many others had all of those options. The fingerprint scan is super fast and rarely errors unless you carelessly try to touch it without placing your finger directly on it. The fingerprint surface doesn't look like someone would be able to raise a finger print off of it. The battery last very long. The only thing that you would have to worry about is the door not being fully closed, because the bolt will try to lock and a light alarm will beep. If you leave it like that for a very long time, it will probably drain the battery as it keeps trying to close. The app is nice. I get alerts every time someone comes home and opens the door. It tells me the name of the person that is using the finger print or code, so you have a log with times. You can create a temporary pin, in case you are going to go out of town for a day or two and want a family member or neighbor to come and peak on the pets or something. If you have an Airbnb it would be perfect as well. Don't let the price fool you to thinking it's cheap, it's not. Build quality is great, features are awesome. I would expect it to cost more. I'm glad it doesn't. Easy to install and the app was pretty simple as well. The ONLY con would be, if you want to have more than one finger print per person, you would have to add a new user rather than each each being allowed to store more than one fingerprint. You should be able to have at least 2. You don't really need more than one finger from each hand, in case you are carrying something and your right or left thumb is being used to hold something.  But it's not a huge deal at all. The good far out weighs that one con.Read more"
Smart Locks and Entry,"DESLOC Smart Door Lock B200, Smart Deadbolt Lock, Keyless Entry Door Lock, Fingerprint Smart Lock, Smart Locks for Front Door, App Control, Touchscreen Keypad Deadbolts,12-Month Battery, Matte Black",58.,4.4,828,https://us.amazon.com/dp/B0D9JX1Y9Z,5.0,"June 27, 2025",5.0 out of 5 starsGreat Deadbolt lock for Home,"The media could not be loaded.Great product at a reasonable price! Deadbolt is long and very strong, app setup is very easy where you setup numbers and fingerprints for whoever you want to let into your home. The fingerprint recognition works quickly and the touchscreen responds very well to touch when locking or using the numbers to unlock the door. The motor is a little loud but it seems to be a strong motor that fully locks the bolt so there is no concern that it only went in half way. If it only locks partially it alerts you immediately with beeping, where a successful lock announces ""Locked"". The keys are normal size keys that can be duplicated if necessary but it also comes with 6 keys and 2 rfid tags. It adds a nice look to the door and appears to have been built very well overall. The convenience of a touch to open the door is wonderful and the same when locking it. It can even be set to automatically lock after a predetermined amount of time. The door can also be locked or unlocked by phone when near the door without wifi or a bridge device, but to lock from anywhere you need to add a bridge device to attach to a network...tho i find that unnecessary when you can program 1 time codes for anyone to use and set the auto lock for people you need to let in. Overall I would suggest this device over others priced 2x-4x more than this item.Read more"
Smart Locks and Entry,"DESLOC Smart Door Lock B200, Smart Deadbolt Lock, Keyless Entry Door Lock, Fingerprint Smart Lock, Smart Locks for Front Door, App Control, Touchscreen Keypad Deadbolts,12-Month Battery, Matte Black",58.,4.4,828,https://us.amazon.com/dp/B0D9JX1Y9Z,4.0,"March 16, 2025",4.0 out of 5 starsHighl recommend but purchase the gateway,"The installation process was incredibly straightforward. However, I encountered a couple of hiccups during the setup in the app. I believe these were user errors rather than issues with the app itself.One important note is that the lock function requires you to hold it down while leaving the house. Initially, it struggled to lock, but I suspect it was simply the system attempting to calibrate correctly.Overall, I’m thoroughly impressed with the app. It’s incredibly user-friendly and offers a range of features at no cost. Notifications are also free. However, before setting up the lock, you need to purchase and set up the gateway first. I’m not sure why this step is necessary, but once the gateway was configured, everything worked seamlessly.The fingerprint scanner and touch buttons are both excellent. I have no complaints about any of these features.The only reason I’m giving it a 4-star rating is because the setup process in the app wasn’t particularly quick. Additionally, I haven’t been able to connect it to Alexa, but I decided against giving Amazon access to my front door.Read more"
Smart Locks and Entry,"DESLOC Smart Door Lock B200, Smart Deadbolt Lock, Keyless Entry Door Lock, Fingerprint Smart Lock, Smart Locks for Front Door, App Control, Touchscreen Keypad Deadbolts,12-Month Battery, Matte Black",58.,4.4,828,https://us.amazon.com/dp/B0D9JX1Y9Z,5.0,"September 19, 2025","5.0 out of 5 starsPerfection at the perfect price, replaced every lock in my home","Absolutely phenomenal quality for a budget price, you really cannot beat the level of function this lock has. It is so easy to program, easy to transfer among other locks of the same type. Easy to tie together. This is honestly my new go to brand for smart locks, I thought the idea of the ""DESLOC"" brand was a joke but now I am standing by it like i do ANKER or UGREEN. The app works effectively, and everything about it when paired with the gateway works exquisitely. As a heads up any of the gateway models works as long as its the correct gateway version, doesn't have to be the desloc branded gateway, just a TTLOCK functional gateway.Read more"
Smart Locks and Entry,"DESLOC Smart Door Lock B200, Smart Deadbolt Lock, Keyless Entry Door Lock, Fingerprint Smart Lock, Smart Locks for Front Door, App Control, Touchscreen Keypad Deadbolts,12-Month Battery, Matte Black",58.,4.4,828,https://us.amazon.com/dp/B0D9JX1Y9Z,5.0,"September 6, 2025",5.0 out of 5 starsGreat Lock,"i have had 2 $150 smart locks and both have failed within a year. i spotted this one that had more features and way easier way of programming and decided to try it. The lock is great, easy to setup and program everything. App works great and the lock its self is very smooth operation unlike the last 2. ill update if anything changes but so far i would recommend it.Read more"
Smart Locks and Entry,"Kwikset HomeConnect 620 Z-Wave Long Range Enabled Keypad Smart Lock Convenient Keyless Entry, Customizable User Codes, Ring Alarm Compatible, Hub Required, Sold Separately Satin Nickel Traditional",149.,4.3,"1,335",https://us.amazon.com/dp/B0DWGXFS8H,5.0,"July 21, 2025","5.0 out of 5 starsQuick Install, Easy Rekey, and Seamless Integration with Ring and Alexa","I’m very happy with the Kwikset HomeConnect 620 smart lock. Installation was fast and simple—took me about 5 to 10 minutes using just basic tools. One of the best features is how easy it was to rekey; it only took me a few seconds to match the key to the rest of the locks in my house using the SmartKey system.Once installed, it paired quickly with my Ring Alarm system and has worked flawlessly ever since. I can manage user codes directly through the Ring app, which makes it incredibly convenient. Integration with Alexa is also smooth, allowing me to check the status and control the lock with voice commands.The keypad is responsive, and the Venetian Bronze finish looks sharp and modern on the door. If you already use Ring or Alexa, this is a great addition that adds both security and convenience. Just keep in mind that a compatible Z-Wave hub is required.Read more"
Smart Locks and Entry,"Kwikset HomeConnect 620 Z-Wave Long Range Enabled Keypad Smart Lock Convenient Keyless Entry, Customizable User Codes, Ring Alarm Compatible, Hub Required, Sold Separately Satin Nickel Traditional",149.,4.3,"1,335",https://us.amazon.com/dp/B0DWGXFS8H,5.0,"October 19, 2023","5.0 out of 5 starsMy first smart lock, easy to install and seems to work fine with SmartThings","Installation was a breeze, the instructions provided were pretty clear, it took me a couple once overs for some of the steps, but overall I had no struggles.  I finished the installation within an hour.  I pre-drilled some of the holes for the screws instead of relying the the screws themselves to tap the holes; I highly recommend this, especially for the longer screws.Adding it to my SmartThings hub was also a piece of cake, I just initiated adding a device with the SmartThings app on my phone, pressed the ""A"" button on the lock as shown in the manual, and then it asked me to scan the QR code on the lock itself. That was pretty much it.  I can now tell SmartThings to automatically lock the door when it detects that my wife and I have both left the house.The only thing that was a little confusing during installation/setup was the ""auto-handing"" process that takes place the first time you put in the batteries.  The lock will automatically determine if turning the knob clockwise or or counterclockwise is to lock and vice versa.  It does this by automatically trying to turn it each way and figure out the results based on, I think, if it comes across resistance while turning.  I don't think it succeeded when I initially installed the batteries, but when I tried using the app to lock the door for the first time, it sounded like it automatically attempted it again, and this time, it figured out that turning counterclockwise was to lock my door.  In the end it worked out, I just couldn't really understand at what point in the installation/setup process this was meant to happen.Setting codes via the keypad was pretty easy as well, though later I found that you could also do it through the Smartthings app.  I haven't had a reason to add more than one code yet, so I haven't actually added a code via the app but it seems possible. It also looks like you can delete codes from the app as well; but I don't think you can delete a code via the keypad without resetting the lock.  That said, the process through the app is not very intuitive; in the SmartThings app, you don't add/delete codes through the device settings of the lock itself. There is another section in the ""Life"" tab of the SmartThings app that handles ""Smart Lock Guest Access"".  This section seems to be automatically added when you add at least one smart lock to SmartThings, it did not exist before I added this lock.  There you can add/delete codes for any number of locks you have, not just this specific Kwikset 620 lock.  Not the most straight forward UI but the functionality appears to be there.And finally, the physical keyhole can be retooled by the customer to accept any other key that is compatible with Kwikset.  You need a special tool from Kiwkset to retool the lock, which was included with the 620. I was lucky that my current front door key was compatible so now I can use my existing physical house key to lock and unlock; I don't use the keys that came with the 620.Overall, I'm very pleased with this lock, it's simple but does its job just fine.  I'm curious to find out how long the batteries last.  So far it's only been a week, and the battery meter still says 100%, if that means anything :DEDIT: 06-02-2025: It's been about 1 year and 7 months now, and I've had to change the battery once so far.  I don't remember exactly when I changed them out, but it was around the 1 year mark. The lock currently says the 2nd set of batteries is at 62%.Read more"
Smart Locks and Entry,"Kwikset HomeConnect 620 Z-Wave Long Range Enabled Keypad Smart Lock Convenient Keyless Entry, Customizable User Codes, Ring Alarm Compatible, Hub Required, Sold Separately Satin Nickel Traditional",149.,4.3,"1,335",https://us.amazon.com/dp/B0DWGXFS8H,5.0,"August 24, 2025",5.0 out of 5 starsAttractive and works great.,Easy install.  Easy set-up.  Works great integrated to Alarm.com alarm system - unlock door also disarms alarm.Read more
Smart Locks and Entry,"Kwikset HomeConnect 620 Z-Wave Long Range Enabled Keypad Smart Lock Convenient Keyless Entry, Customizable User Codes, Ring Alarm Compatible, Hub Required, Sold Separately Satin Nickel Traditional",149.,4.3,"1,335",https://us.amazon.com/dp/B0DWGXFS8H,4.0,"July 15, 2023",4.0 out of 5 starsThe Handing Instructions are Wrong,"I recently installed this lock.  I have some experience with installing door hardware, so I was able to remove the old one and install this one in 10 minutes.  Then I got to the ""Handing"" section.  The light would not turn green and instead was amber which I took as red.  I uninstalled and reinstalled several times and could not get the light to go green.  I was about to return it on Amazon when I caught Nathan S's review.  He saved the day.  I am going to echo his review:""The lock works great, but beware of errors in the initial setup instructions that come with the lock.The instructions clearly states that during the initial “handing” process (where it tries to detect whether it is installed in a left hand or right hand orientation) that the indicator light will turn “green” for success or “red” for an error. Every time I follow the instructions to the letter to perform the “handing” procedure the light turns amber (which is neither red or green) and pressing the Kwikset button on the lock to test locking the deadbolt results in 3 error beeps. I returned the first lock because I couldn’t ever get a green light after performing the handing process. When the replacement lock came and did the exact same thing, I suspected the instructions were wrong.Amber after the “handing” process = success. However, the Kwikset button will not lock the deadbolt until at least 1 user code has been entered. The instructions do not mention this anywhere (in addition to being wrong about the indicator color for successful handing). I had to experiment based on my experience with previous Kwikset Z-Wave locks to figure this out. Once I added the first user code, everything worked perfectly.""Thanks again Nathan S.  Hopefully Kwikset will sort this out soon and our reviews will no longer apply.Read more"
Smart Locks and Entry,"Kwikset HomeConnect 620 Z-Wave Long Range Enabled Keypad Smart Lock Convenient Keyless Entry, Customizable User Codes, Ring Alarm Compatible, Hub Required, Sold Separately Satin Nickel Traditional",149.,4.3,"1,335",https://us.amazon.com/dp/B0DWGXFS8H,5.0,"August 26, 2025",5.0 out of 5 starsEasy to install.  Easy to setup.  Great benefits of not having to have a key.,"I love the kwikset brand of automatic locks because this particular version has the SmartKey that allows you to re-key the tumbler if you need to.  Since we have these on all the other doors of our rental, we were quickly able to reset this to the same key as we use for the other doors.As for the electronic part of this, the one we got is the Z-Wave version which connects into our home automation without impacting our regular wifi network traffic.  We are able to set codes remotely to allow our pest service or cleaners in by providing a personal door code.  We can also setup codes for family that allows us to know who entered when -- not such a big deal now, but definitely a plus when you have high school aged kids.  Also, no keys for the kids for them to lose.There are so many positives to this that I can't list them all.  The only downside is that it is battery powered and depending on how many locks/unlocks, the 4 AA batteries will last 3-6 months.  Now if they had one that was powered by a Zero Point Module that pulls energy from the dark matter of the universe it would be perfect.Read more"
Smart Locks and Entry,"Yale Security Assure Lock 2 Touch Deadbolt, Black Suede Keyed Smart Entry Door Lock with Wi-Fi Connected Keypad and Fingerprint Scanner for Code Entry and Remote Access, YRD410-F-WF1-BSP",223.,4.0,277,https://us.amazon.com/dp/B0D96YWNYB,5.0,"September 21, 2025",5.0 out of 5 starsGreat product,"Excellent product. Don't know I lived without it before. It works great, it is awesome when we go on vacation and need cat sitter to come. No key needed. Love the fingerprint reader, it takes a second to open. Suggestion for improvement: would love to have the opportunity to choose a different color for the inside and outside. Batteries last for about 2 monthsRead more"
Smart Locks and Entry,"Yale Security Assure Lock 2 Touch Deadbolt, Black Suede Keyed Smart Entry Door Lock with Wi-Fi Connected Keypad and Fingerprint Scanner for Code Entry and Remote Access, YRD410-F-WF1-BSP",223.,4.0,277,https://us.amazon.com/dp/B0D96YWNYB,5.0,"July 29, 2025",5.0 out of 5 starsYale Assure 2 Smart Lock Review – Worth Every Penny (Especially with the Biometric Upgrade),"We’ve been using the Yale Assure 2 smart lock and absolutely love it. The modern design looks fantastic with our stainless steel hardware and blends seamlessly into our home’s aesthetic.The app was a breeze to set up, and we had no trouble creating accounts for everyone in the household. The biometric fingerprint sensor is a total game changer—fast, secure, and incredibly convenient.We purchased the lock during our home renovations and loved the ability to create temporary access codes for contractors that could be used while away from home. The scheduling feature made it easy to allow access only on specific days and times. The app also keeps track of user activity and offers customizable smart notifications, which can alert specific users when certain people enter (or at any time, depending on your preference).It’s incredibly simple to lock or unlock the door remotely from the app, and adding guests takes just seconds. One of my favorite features is the ability to have the door automatically unlock when I arrive home based on my phone’s location.One recommendation: I wish there were a similar auto-lock feature tied to geolocation when leaving the house. Currently, the only auto-lock option is based on a timer, not on whether you’ve actually left the home. I hope Yale adds this in a future update.I did run into some issues integrating the lock with Apple HomeKit. If you remove the device from HomeKit, you’ll need to do a factory reset to re-pair it, which is a bit of a hassle. The lock does work with HomeKit, but I’ve found it to be occasionally non-responsive—though I’m not sure if that’s due to the lock itself or Apple’s platform.Despite that, I’d highly recommend the Yale Assure 2, especially with the biometric feature. It’s well worth the extra investment for the added convenience, flexibility, and peace of mind.Read more"
Smart Locks and Entry,"Yale Security Assure Lock 2 Touch Deadbolt, Black Suede Keyed Smart Entry Door Lock with Wi-Fi Connected Keypad and Fingerprint Scanner for Code Entry and Remote Access, YRD410-F-WF1-BSP",223.,4.0,277,https://us.amazon.com/dp/B0D96YWNYB,1.0,"October 5, 2025","1.0 out of 5 starsAvoid! Functional issues, poor support experience","I don’t understand why no one can build a smart lock that actually works. This is the most expensive I’ve tried, and possibly the most disappointing.The app is garbage, like every other smart lock app. Setup worked after maybe the tenth try. Adding fingerprints is super glitchy and the actual mechanism doesn’t fill me with enough confidence to leave home without the physical key. It sends me emails constantly about the batteries being critically low, despite having replaced them out of the utmost caution. I’ve marked that I’ve replaced them in the app countless times and that seems to do nothing. I reached out to their support team about the issue and they told me to “open the app” occasionally and lock/unlock it. Not only did that not work, it seems like a weird response for a lock that costs $300. I expect to be able to use the lock’s features without doing anything janky to work around some buggy software. Like just tell me that you’ll fix it. When I told them it was disappointing, they did not even respond.There are a plethora of other issues too. DoorSense stopped working after a few days and I can’t get it to work again. Fingerprints are way too picky and sometimes won’t unlock the door. The lock itself doesn’t mount flush to the door and it looks cheap for how expensive it is.I would avoid this lock and look for something else. As for what that something else might be, who knows. No company seems capable of making a smart door lock that just works.Read more"
Smart Locks and Entry,"Yale Security Assure Lock 2 Touch Deadbolt, Black Suede Keyed Smart Entry Door Lock with Wi-Fi Connected Keypad and Fingerprint Scanner for Code Entry and Remote Access, YRD410-F-WF1-BSP",223.,4.0,277,https://us.amazon.com/dp/B0D96YWNYB,5.0,"July 18, 2025","5.0 out of 5 stars⭐️⭐️⭐️⭐️⭐️ Keyless Freedom, Iron-Clad Security—My Front Door’s Best Upgrade Yet","Swapping my old deadbolt for the Yale Assure Lock 2 Touch took less than twenty minutes with only a screwdriver—no chiseling or wiring headaches—and the sleek black-suede finish instantly modernized the entire entryway. The very first fingerprint scan unlocked the door in under a second, and after enrolling my partner and teenagers, we ditched the jangling key ring for good (though the keyed cylinder is great peace of mind). The illuminated keypad glows on approach, so punching in a code at night is effortless, and one-time guest codes have saved me more than one frantic hide-a-key scramble.The built-in Wi-Fi module paired with the Yale Access app in two taps, letting me lock or unlock from anywhere and get real-time alerts the moment the kids get home from school. Vacation mode is priceless: a single toggle disables all fingerprints and codes except mine, so the house sitter can’t accidentally let in a plus-one. Integration with Alexa and Google Home means a quick voice command or routine checks the door status before bed, and geofencing auto-locks as soon as my phone leaves the driveway—no more “Did I lock the door?” u-turns.Battery life is stellar. After two months of daily touches, codes, and remote pings the meter still shows 80 %, and even if I ever miss the low-battery alert, a hidden USB-C backup port gives emergency power with a phone charger. The solid-metal escutcheon feels bulletproof, and the multi-point tamper alarms would wake the whole block if someone tried to force it. From effortless fingerprint entry to rock-solid smart-home integration, this Assure Lock 2 delivers polished, worry-free security that makes coming and going a breeze. Five stars without hesitation—my only regret is not upgrading sooner.Read more"
